indicador_id,indicador_nombre,pais_id,pais_nombre,iso3,anio_id,anio,modo_id,modo_transporte,valor,unidad,fuente_id,fecha_extraccion
3906,"Volumen de transporte de pasajeros (en pasajeros-kilómetro), desglosado por medio de transporte IS_RDP_PFVOL",221,Bolivia (Estado Plurinacional De),BOL,29187,2017,74755,Transporte Aereo,3042668396.0,kilómetros de pasajeros facturados,3760,2026-04-07
3906,"Volumen de transporte de pasajeros (en pasajeros-kilómetro), desglosado por medio de transporte IS_RDP_PFVOL",221,Bolivia (Estado Plurinacional De),BOL,29188,2018,74755,Transporte Aereo,3130648799.0,kilómetros de pasajeros facturados,3760,2026-04-07
3906,"Volumen de transporte de pasajeros (en pasajeros-kilómetro), desglosado por medio de transporte IS_RDP_PFVOL",221,Bolivia (Estado Plurinacional De),BOL,29189,2019,74755,Transporte Aereo,3061066854.0,kilómetros de pasajeros facturados,3760,2026-04-07
3906,"Volumen de transporte de pasajeros (en pasajeros-kilómetro), desglosado por medio de transporte IS_RDP_PFVOL",221,Bolivia (Estado Plurinacional De),BOL,29190,2020,74755,Transporte Aereo,1840156254.0,kilómetros de pasajeros facturados,3760,2026-04-07
3906,"Volumen de transporte de pasajeros (en pasajeros-kilómetro), desglosado por medio de transporte IS_RDP_PFVOL",221,Bolivia (Estado Plurinacional De),BOL,29191,2021,74755,Transporte Aereo,3000078881.0,kilómetros de pasajeros facturados,3760,2026-04-07
3906,"Volumen de transporte de pasajeros (en pasajeros-kilómetro), desglosado por medio de transporte IS_RDP_PFVOL",221,Bolivia (Estado Plurinacional De),BOL,29192,2022,74755,Transporte Aereo,4424351213.328,kilómetros de pasajeros facturados,3760,2026-04-07
3906,"Volumen de transporte de pasajeros (en pasajeros-kilómetro), desglosado por medio de transporte IS_RDP_PFVOL",222,Brasil,BRA,29187,2017,74755,Transporte Aereo,123095818267.0,kilómetros de pasajeros facturados,3760,2026-04-07
3906,"Volumen de transporte de pasajeros (en pasajeros-kilómetro), desglosado por medio de transporte IS_RDP_PFVOL",222,Brasil,BRA,29188,2018,74755,Transporte Aereo,134841080950.0,kilómetros de pasajeros facturados,3760,2026-04-07
3906,"Volumen de transporte de pasajeros (en pasajeros-kilómetro), desglosado por medio de transporte IS_RDP_PFVOL",222,Brasil,BRA,29189,2019,74755,Transporte Aereo,135078344890.0,kilómetros de pasajeros facturados,3760,2026-04-07
3906,"Volumen de transporte de pasajeros (en pasajeros-kilómetro), desglosado por medio de transporte IS_RDP_PFVOL",222,Brasil,BRA,29190,2020,74755,Transporte Aereo,58124449990.0,kilómetros de pasajeros facturados,3760,2026-04-07
3906,"Volumen de transporte de pasajeros (en pasajeros-kilómetro), desglosado por medio de transporte IS_RDP_PFVOL",222,Brasil,BRA,29191,2021,74755,Transporte Aereo,73352374060.0,kilómetros de pasajeros facturados,3760,2026-04-07
3906,"Volumen de transporte de pasajeros (en pasajeros-kilómetro), desglosado por medio de transporte IS_RDP_PFVOL",222,Brasil,BRA,29192,2022,74755,Transporte Aereo,127338041980.0,kilómetros de pasajeros facturados,3760,2026-04-07
